Transparency Q2 - 01.07.11 to 30.09.11 as at 28.10.11,,,,,
Name,Payment category,Amount,Department,Document no.,Post code
OFFICE DEPOT INT (UK) LTD,Highways Teams & Offices,£542,"Economy, Transport & Environment",4500527350,SP10
OFFICE DEPOT INT (UK) LTD,"Premises, Supplies & Services",£523,Children's Services,4500529265,SP10
OFFICE DEPOT INT (UK) LTD,Libraries,£595,Governance & Community Services,4500529705,SP10
OFFICE DEPOT INT (UK) LTD,Eastbourne Downs PCT,£505,Adult Social Care,4500530862,SP10
OFFICE DEPOT INT (UK) LTD,Eastbourne Downs PCT,£701,Adult Social Care,4500532695,SP10
OFFICE DEPOT INT (UK) LTD,Policy & Communications,£556,Governance & Community Services,4500534014,SP10
OFFICE DEPOT INT (UK) LTD,"Premises, Supplies & Services",£543,Children's Services,4500537789,SP10
OFFICE DEPOT INT (UK) LTD,"Premises, Supplies & Services",£615,Children's Services,4500537796,SP10
SUZANNE COWLAND,Adoption Services,"£1,722",Children's Services,4500534051,BN1 
SUZANNE COWLAND,Adoption Services,£816,Children's Services,4500542359,BN1 
MAIL INTERNATIONAL,Environment,£773,"Economy, Transport & Environment",4500531383,RH15
GREENHOUSE GRAPHICS,Environmental Action,£802,"Economy, Transport & Environment",4500529044,RG26
RSPB,High Weald AONB Unit,"£37,303","Economy, Transport & Environment",4500533948,BN1 
CAB-IT,Education HTS Transport,£612,"Economy, Transport & Environment",7000779923,TN39
AKAMAS CARE & EDUCATION LTD,Organisational Development,£600,Children's Services,4500527450,LU7 
OPUS PHARMACY SERVICES,Training,£576,Adult Social Care,4500522486,GU12
OPUS PHARMACY SERVICES,Training,"£1,152",Adult Social Care,4500525198,GU12
OPUS PHARMACY SERVICES,Training,"£1,020",Adult Social Care,4500526323,GU12
OPUS PHARMACY SERVICES,Training,£576,Adult Social Care,4500530266,GU12
OPUS PHARMACY SERVICES,Training,£576,Adult Social Care,4500531216,GU12
OPUS PHARMACY SERVICES,Training,"£1,020",Adult Social Care,4500531217,GU12
DYSLEXIA ACTION,Hastings & Rother,£665,Adult Social Care,4500531029,TN9 
CLUTTONS LLP,Non Service Specific Budgets,"£3,000",Corporate Resources,4500539418,BN1 
MR ANDREW BURT,Education HTS Transport,"£1,681","Economy, Transport & Environment",7000778370,BN7 
MR ANDREW BURT,Education HTS Transport,"£1,453","Economy, Transport & Environment",7000782602,BN7 
REDSTOR LTD,ICT Unit,"£1,318",Corporate Resources,4500530249,RG1 
MARKLAND PRIVATE HIRE,Education HTS Transport,"£1,732","Economy, Transport & Environment",7000782605,TN22
MARKLAND PRIVATE HIRE,Education HTS Transport,£524,"Economy, Transport & Environment",7000784287,TN22
BEAUFORT WEST ASSOCIATES LTD,Estates & Asset Management Team,£900,Corporate Resources,4500527987,EX17
PLANE AND SIMPLE LTD,Respite Units,"£2,036",Adult Social Care,4500529995,ME17
ROBERTSBRIDGE CHILDRENS SERVICES,Strategic Costs CSA,"£7,806",Children's Services,3000273441,TN32
DR ESMOREIT SLEYSTER,Children's Integrated Services Central,"£1,118",Children's Services,4500528840,BN7 
DEMELZA HOUSE CHILDREN'S HOSPICE,Disability Agency Placements,"£1,835",Adult Social Care,4500521848,ME9 
DEMELZA HOUSE CHILDREN'S HOSPICE,Disability Agency Placements,"£2,293",Adult Social Care,4500523522,ME9 
DEMELZA HOUSE CHILDREN'S HOSPICE,Disability Agency Placements,"£2,286",Adult Social Care,4500523581,ME9 
DEMELZA HOUSE CHILDREN'S HOSPICE,Disability Agency Placements,"£1,835",Adult Social Care,4500524297,ME9 
DEMELZA HOUSE CHILDREN'S HOSPICE,Disability Agency Placements,£592,Adult Social Care,4500524402,ME9 
DEMELZA HOUSE CHILDREN'S HOSPICE,Disability Agency Placements,"£1,829",Adult Social Care,4500524558,ME9 
DEMELZA HOUSE CHILDREN'S HOSPICE,Disability Agency Placements,"£2,236",Adult Social Care,4500532131,ME9 
DEMELZA HOUSE CHILDREN'S HOSPICE,Disability Agency Placements,"£2,409",Adult Social Care,4500532132,ME9 
DEMELZA HOUSE CHILDREN'S HOSPICE,Disability Agency Placements,£740,Adult Social Care,4500532134,ME9 
DEMELZA HOUSE CHILDREN'S HOSPICE,Disability Agency Placements,"£1,550",Adult Social Care,4500535346,ME9 
DEMELZA HOUSE CHILDREN'S HOSPICE,Disability Agency Placements,"£1,710",Adult Social Care,4500535347,ME9 
DEMELZA HOUSE CHILDREN'S HOSPICE,Disability Agency Placements,"£1,459",Adult Social Care,4500536575,ME9 
DEMELZA HOUSE CHILDREN'S HOSPICE,Disability Agency Placements,"£1,927",Adult Social Care,4500536578,ME9 
DEMELZA HOUSE CHILDREN'S HOSPICE,Disability Agency Placements,£592,Adult Social Care,4500536579,ME9 
DEMELZA HOUSE CHILDREN'S HOSPICE,Disability Agency Placements,"£1,789",Adult Social Care,4500536584,ME9 
DANIEL MILLER,Legal & Democratic,"£3,840",Governance & Community Services,4500539737,BN1 
DANIEL MILLER,Legal & Democratic,"£3,200",Governance & Community Services,4500539776,BN1 
PJL HEALTHCARE LTD,Disability Agency Placements,"£1,657",Adult Social Care,4500529999,TN20
PJL HEALTHCARE LTD,Disability Agency Placements,"£1,657",Adult Social Care,4500535351,TN20
PJL HEALTHCARE LTD,Disability Agency Placements,"£1,657",Adult Social Care,4500540208,TN20
CONCATENO TRICHO-TECH LIMITED,Children's Integrated Services Central,"£1,068",Children's Services,4500530422,CF23
SALLY TROTMAN,Strategic Costs CSA,"£3,390",Children's Services,3000274022,BN8 
HILES HAWLEY PARTNERSHIP,Adoption Services,£630,Children's Services,4500532829,TN6 
HILES HAWLEY PARTNERSHIP,Adoption Services,£945,Children's Services,4500532832,TN6 
HILES HAWLEY PARTNERSHIP,Adoption Services,"£1,485",Children's Services,4500532837,TN6 
HILES HAWLEY PARTNERSHIP,Adoption Services,"£1,080",Children's Services,4500532844,TN6 
HILES HAWLEY PARTNERSHIP,Adoption Services,£648,Children's Services,4500533645,TN6 
HILES HAWLEY PARTNERSHIP,Adoption Services,£576,Children's Services,4500539519,TN6 
HILES HAWLEY PARTNERSHIP,Adoption Services,£630,Children's Services,4500539520,TN6 
HILES HAWLEY PARTNERSHIP,Adoption Services,£990,Children's Services,4500539522,TN6 
HILES HAWLEY PARTNERSHIP,Adoption Services,£945,Children's Services,4500539527,TN6 
ABACUS CARE KENT & SUSSEX LTD,Disability Agency Placements,£554,Adult Social Care,4500530008,TN22
ABACUS CARE KENT & SUSSEX LTD,Disability Agency Placements,"£1,090",Adult Social Care,4500540446,TN22
JENNIE WELTMAN,Core Services,"£2,028",Children's Services,4500522962,TF13
JENNIE WELTMAN,Core Services,£784,Children's Services,4500530611,TF13
PREVIEW GRAPHICS LTD,Grants,"£1,050",Children's Services,4500525383,BN6 
THE COMPANY,High Weald AONB Unit,£575,"Economy, Transport & Environment",3000272439,BN7 
THE COMPANY,High Weald AONB Unit,"£7,221","Economy, Transport & Environment",4500535044,BN7 
GAS MEASUREMENT INSTRUMENTS,Waste Disposal,£900,"Economy, Transport & Environment",4500528618,MK8 
CAREBASE,Other Learning Disability Services,£538,Adult Social Care,4500532277,DL7 
SCOTTISH POWER PLC,Libraries,"£1,243",Governance & Community Services,4500529431,G44 
SCOTTISH POWER PLC,Libraries,"£1,309",Governance & Community Services,4500529432,G44 
SCOTTISH POWER PLC,Libraries,"£1,067",Governance & Community Services,4500529435,G44 
SCOTTISH POWER PLC,Libraries,£995,Governance & Community Services,4500529440,G44 
SCOTTISH POWER PLC,Libraries,"£1,038",Governance & Community Services,4500529443,G44 
SCOTTISH POWER PLC,Libraries,"£1,666",Governance & Community Services,4500532731,G44 
SCOTTISH POWER PLC,Libraries,"£1,030",Governance & Community Services,4500532732,G44 
SCOTTISH POWER PLC,Libraries,£802,Governance & Community Services,4500532733,G44 
SCOTTISH POWER PLC,Libraries,£857,Governance & Community Services,4500537733,G44 
IN TOUCH SUPPORT LTD,Other Physical Disability Services,"£35,000",Adult Social Care,4500524994,SE1 
IN TOUCH SUPPORT LTD,Other Physical Disability Services,"£11,073",Adult Social Care,4500524995,SE1 
IN TOUCH SUPPORT LTD,Other Physical Disability Services,"£15,238",Adult Social Care,4500524996,SE1 
IN TOUCH SUPPORT LTD,Other Physical Disability Services,"£11,073",Adult Social Care,4500531004,SE1 
IN TOUCH SUPPORT LTD,Other Physical Disability Services,"£15,238",Adult Social Care,4500531005,SE1 
IN TOUCH SUPPORT LTD,Central,"£3,450",Adult Social Care,4500534745,SE1 
IN TOUCH SUPPORT LTD,Central,"£3,450",Adult Social Care,4500534746,SE1 
IN TOUCH SUPPORT LTD,Central,"£3,450",Adult Social Care,4500534748,SE1 
IN TOUCH SUPPORT LTD,Central,"£3,450",Adult Social Care,4500534749,SE1 
IN TOUCH SUPPORT LTD,Central,"£3,450",Adult Social Care,4500539134,SE1 
IN TOUCH SUPPORT LTD,Central,"£3,450",Adult Social Care,4500539135,SE1 
IN TOUCH SUPPORT LTD,Central,"£3,450",Adult Social Care,4500539136,SE1 
IN TOUCH SUPPORT LTD,Central,"£3,450",Adult Social Care,4500539137,SE1 
IN TOUCH SUPPORT LTD,Central,£862,Adult Social Care,4500539138,SE1 
ROBINSON LOW FRANCIS LLP,Projects,"£2,160",Corporate Resources,4500526777,BN3 
ROBINSON LOW FRANCIS LLP,Projects,"£3,600",Corporate Resources,4500526779,BN3 
ROBINSON LOW FRANCIS LLP,Projects,"£3,130",Corporate Resources,4500527399,BN3 
ROBINSON LOW FRANCIS LLP,Projects,"£3,360",Corporate Resources,4500529935,BN3 
ROBINSON LOW FRANCIS LLP,Projects,"£1,373",Corporate Resources,4500529936,BN3 
ROBINSON LOW FRANCIS LLP,Projects,"£1,487",Corporate Resources,4500535740,BN3 
ROBINSON LOW FRANCIS LLP,Projects,"£2,480",Corporate Resources,4500535741,BN3 
ROBINSON LOW FRANCIS LLP,Projects,"£3,600",Corporate Resources,4500535744,BN3 
ROBINSON LOW FRANCIS LLP,Projects,"£1,375",Corporate Resources,4500536968,BN3 
ROBINSON LOW FRANCIS LLP,Projects,"£2,760",Corporate Resources,4500538370,BN3 
ROBINSON LOW FRANCIS LLP,Projects,"£3,240",Corporate Resources,4500538395,BN3 
ROBINSON LOW FRANCIS LLP,Projects,"£1,653",Corporate Resources,4500539296,BN3 
ROBINSON LOW FRANCIS LLP,Projects,"£1,712",Corporate Resources,4500539575,BN3 
ROBINSON LOW FRANCIS LLP,Projects,"£2,760",Corporate Resources,4500542238,BN3 
JASMIN COACHES,Education HTS Transport,"£1,135","Economy, Transport & Environment",7000778801,BN25
JASMIN COACHES,Education HTS Transport,£945,"Economy, Transport & Environment",7000782644,BN25
DR RICHARD BAILIE,Children's Integrated Services Central,£725,Children's Services,4500528804,TN38
UNITY CARE SOLUTIONS LTD,Disability Agency Placements,"£1,195",Adult Social Care,4500532095,TN7 
UNITY CARE SOLUTIONS LTD,Disability Agency Placements,£680,Adult Social Care,4500535358,TN7 
UNITY CARE SOLUTIONS LTD,Disability Agency Placements,£516,Adult Social Care,4500540452,TN7 
UNITY CARE SOLUTIONS LTD,Education HTS Transport,"£2,447","Economy, Transport & Environment",7000781279,TN7 
UNITY CARE SOLUTIONS LTD,Education HTS Transport,"£2,375","Economy, Transport & Environment",7000782648,TN7 
UNITY CARE SOLUTIONS LTD,Education HTS Transport,£883,"Economy, Transport & Environment",7000790259,TN7 
ROTHER VOLUNTARY ACTION,Rother GSSG,"£12,538",Children's Services,4500537534,TN40
BENWICK KENNELS AND CATTERY,Other Older People's Services,"£1,312",Adult Social Care,4500524362,BN10
BENWICK KENNELS AND CATTERY,Other Older People's Services,£638,Adult Social Care,4500530109,BN10
PAULINE JORDAN,Children's Integrated Services Central,"£1,341",Children's Services,4500530421,BN1 
PAULINE JORDAN,Children's Integrated Services Central,"£3,257",Children's Services,4500531643,BN1 
MR KEVIN HENHAM,Education HTS Transport,"£1,296","Economy, Transport & Environment",7000778372,TN34
MR KEVIN HENHAM,Education HTS Transport,"£1,020","Economy, Transport & Environment",7000782603,TN34
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£2,561",Corporate Resources,4500523859,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,£647,Corporate Resources,4500523860,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£1,016",Corporate Resources,4500523862,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£2,218",Corporate Resources,4500524343,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,£619,Corporate Resources,4500526239,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,£970,Corporate Resources,4500527398,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£2,495",Corporate Resources,4500527400,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£1,278",Corporate Resources,4500529920,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,£719,Corporate Resources,4500529922,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£5,326",Corporate Resources,4500529924,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£4,434",Corporate Resources,4500529925,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£2,118",Corporate Resources,4500529926,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£1,451",Corporate Resources,4500529939,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£6,859",Corporate Resources,4500530504,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£1,200",Corporate Resources,4500531118,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£5,956",Corporate Resources,4500535748,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,£707,Corporate Resources,4500535750,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£1,325",Corporate Resources,4500535752,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£3,646",Corporate Resources,4500535753,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£2,809",Corporate Resources,4500535755,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£4,554",Corporate Resources,4500535757,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£4,956",Corporate Resources,4500535760,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£4,153",Corporate Resources,4500535761,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£1,392",Corporate Resources,4500535764,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£1,200",Corporate Resources,4500535765,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£1,200",Corporate Resources,4500535766,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£4,601",Corporate Resources,4500536165,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£1,201",Corporate Resources,4500536166,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£5,368",Corporate Resources,4500536167,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,£788,Corporate Resources,4500536168,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£3,533",Corporate Resources,4500536169,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£2,124",Corporate Resources,4500536170,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£1,256",Corporate Resources,4500536171,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£5,659",Corporate Resources,4500538752,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£7,006",Corporate Resources,4500538816,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£5,698",Corporate Resources,4500538817,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£3,235",Corporate Resources,4500538818,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£11,439",Corporate Resources,4500539375,RH16
FRANKHAM CONSULTANCY GROUP LTD,Projects,"£9,228",Corporate Resources,4500539396,RH16
URS SCOTT WILSON LTD,Projects,£540,Corporate Resources,4500530506,RG21
URS SCOTT WILSON LTD,Projects,"£6,480",Corporate Resources,4500530508,RG21
URS SCOTT WILSON LTD,Projects,£768,Corporate Resources,4500530510,RG21
URS SCOTT WILSON LTD,Projects,"£4,536",Corporate Resources,4500530511,RG21
URS SCOTT WILSON LTD,Projects,"£4,704",Corporate Resources,4500530513,RG21
URS SCOTT WILSON LTD,Projects,"£5,184",Corporate Resources,4500530514,RG21
URS SCOTT WILSON LTD,Planning,"£3,217","Economy, Transport & Environment",4500538008,RG21
URS SCOTT WILSON LTD,Projects,"£7,776",Corporate Resources,4500538383,RG21
URS SCOTT WILSON LTD,Projects,"£1,920",Corporate Resources,4500538385,RG21
URS SCOTT WILSON LTD,Projects,"£7,776",Corporate Resources,4500538387,RG21
URS SCOTT WILSON LTD,Projects,"£5,184",Corporate Resources,4500538389,RG21
URS SCOTT WILSON LTD,Projects,£864,Corporate Resources,4500538392,RG21
URS SCOTT WILSON LTD,Projects,"£7,776",Corporate Resources,4500538393,RG21
URS SCOTT WILSON LTD,Projects,"£1,158",Corporate Resources,4500538394,RG21
URS SCOTT WILSON LTD,Projects,"£3,552",Corporate Resources,4500538755,RG21
URS SCOTT WILSON LTD,Projects,"£3,888",Corporate Resources,4500539329,RG21
URS SCOTT WILSON LTD,Projects,"£1,440",Corporate Resources,4500539384,RG21
URS SCOTT WILSON LTD,Projects,"£3,600",Corporate Resources,4500539390,RG21
URS SCOTT WILSON LTD,Projects,"£4,536",Corporate Resources,4500539391,RG21
URS SCOTT WILSON LTD,Projects,"£1,440",Corporate Resources,4500539392,RG21
URS SCOTT WILSON LTD,Projects,"£1,440",Corporate Resources,4500541482,RG21
URS SCOTT WILSON LTD,Projects,"£1,440",Corporate Resources,4500541487,RG21
URS SCOTT WILSON LTD,Projects,"£2,880",Corporate Resources,4500541490,RG21
URS SCOTT WILSON LTD,Projects,"£2,160",Corporate Resources,4500541493,RG21
URS SCOTT WILSON LTD,Projects,"£1,440",Corporate Resources,4500541495,RG21
AUTOCAR BUS & COACH SERVICES LTD,Passenger Services,"£5,759","Economy, Transport & Environment",7000778796,TN12
AUTOCAR BUS & COACH SERVICES LTD,Passenger Services,"£6,062","Economy, Transport & Environment",7000786002,TN12
AUTOCAR BUS & COACH SERVICES LTD,Passenger Services,"£6,062","Economy, Transport & Environment",7000788496,TN12
AUTOCAR BUS & COACH SERVICES LTD,Passenger Services,"£5,759","Economy, Transport & Environment",7000794991,TN12
BLUE LINE TAXIS,Education HTS Transport,"£1,100","Economy, Transport & Environment",7000777447,TN24
BLUE LINE TAXIS,Education HTS Transport,£800,"Economy, Transport & Environment",7000784286,TN24
MRS ANNE DUKE,Core Services,£750,Children's Services,4500535085,RH20
RHYTHMIX,YDS East Positive Activities,"£2,400",Children's Services,4500533412,TN2 
FINERS STEPHENS INNOCENT,Concessionary Fares Scheme,£881,"Economy, Transport & Environment",4500529738,W1W 
ANNE WEBBER,Core Services,£575,Children's Services,4500523192,RH13
ANNE WEBBER,Core Services,"£2,075",Children's Services,4500540657,RH13
AQUA MEDICAL LTD,Personnel & Training,"£9,720",Governance & Community Services,4500527782,BN51
AQUA MEDICAL LTD,Personnel & Training,"£9,840",Governance & Community Services,4500533773,BN51
AQUA MEDICAL LTD,Personnel & Training,"£8,640",Governance & Community Services,4500538053,BN51
PROBRAND LTD,Information & Communication Technology,£812,Adult Social Care,4500537137,B1 3
CASHFRIDAY,Strategy & Commissioning,"£1,458",Adult Social Care,4500522529,OX16
CASHFRIDAY,Strategy & Commissioning,"£1,565",Adult Social Care,4500524757,OX16
CASHFRIDAY,Strategy & Commissioning,"£3,615",Adult Social Care,4500525991,OX16
CASHFRIDAY,Strategy & Commissioning,"£1,655",Adult Social Care,4500528182,OX16
CASHFRIDAY,Strategy & Commissioning,"£3,845",Adult Social Care,4500528965,OX16
CASHFRIDAY,Strategy & Commissioning,"£1,602",Adult Social Care,4500531871,OX16
CASHFRIDAY,Strategy & Commissioning,"£1,549",Adult Social Care,4500532236,OX16
CASHFRIDAY,Strategy & Commissioning,"£3,450",Adult Social Care,4500534697,OX16
RECONSTRUCT LTD,Safeguarding,"£2,152",Children's Services,4500531274,BA1 
THE LABEL MAKERS LTD,Libraries,£948,Governance & Community Services,4500535681,BD4 
DR ANN MILNE,Children's Integrated Services Central,"£2,188",Children's Services,4500537064,IP11
PKF (UK) LLP,Corporate Services,"£7,651","Economy, Transport & Environment",3000273215,EC1M
PKF (UK) LLP,Non Service Specific Budgets,"£55,715",Corporate Resources,4500528306,EC1M
PKF (UK) LLP,SEDE Resources & Admin,"£71,949",Governance & Community Services,4500529401,EC1M
AMS LTD,ICT Unit,£534,Corporate Resources,4500540046,BH7 
ENVIRONMENTAL EVALUATION LTD,Schools,£566,Corporate Resources,4500530854,LU2 
ENVIRONMENTAL EVALUATION LTD,Schools,"£1,982",Corporate Resources,4500534329,LU2 
ENVIRONMENTAL EVALUATION LTD,Education Non-Schools,"£4,531",Corporate Resources,4500535338,LU2 
ENVIRONMENTAL EVALUATION LTD,Transport & Environment,"£1,982",Corporate Resources,4500535822,LU2 
ENVIRONMENTAL EVALUATION LTD,Adult Social Care,"£1,133",Corporate Resources,4500535872,LU2 
ENVIRONMENTAL EVALUATION LTD,Schools,"£2,549",Corporate Resources,4500536027,LU2 
ENVIRONMENTAL EVALUATION LTD,Social Services,£566,Corporate Resources,4500538322,LU2 
ENVIRONMENTAL EVALUATION LTD,Schools,"£2,266",Corporate Resources,4500540183,LU2 
CTLA LTD,Education HTS Transport,"£3,373","Economy, Transport & Environment",7000778782,BN9 
CTLA LTD,Education HTS Transport,"£2,841","Economy, Transport & Environment",7000778783,BN9 
CTLA LTD,Education HTS Transport,"£2,002","Economy, Transport & Environment",7000778784,BN9 
CTLA LTD,Education HTS Transport,"£3,706","Economy, Transport & Environment",7000778785,BN9 
CTLA LTD,Education HTS Transport,£936,"Economy, Transport & Environment",7000778786,BN9 
CTLA LTD,Education HTS Transport,"£2,700","Economy, Transport & Environment",7000778787,BN9 
CTLA LTD,Education HTS Transport,"£2,438","Economy, Transport & Environment",7000778788,BN9 
CTLA LTD,Education HTS Transport,"£2,070","Economy, Transport & Environment",7000778789,BN9 
CTLA LTD,Education HTS Transport,£900,"Economy, Transport & Environment",7000778790,BN9 
CTLA LTD,Education HTS Transport,£950,"Economy, Transport & Environment",7000778791,BN9 
CTLA LTD,Education HTS Transport,"£1,260","Economy, Transport & Environment",7000778792,BN9 
CTLA LTD,Passenger Services,"£12,918","Economy, Transport & Environment",7000781369,BN9 
CTLA LTD,Education HTS Transport,"£3,375","Economy, Transport & Environment",7000783176,BN9 
CTLA LTD,Education HTS Transport,"£3,558","Economy, Transport & Environment",7000783178,BN9 
CTLA LTD,Education HTS Transport,"£2,400","Economy, Transport & Environment",7000783179,BN9 
CTLA LTD,Education HTS Transport,"£1,840","Economy, Transport & Environment",7000783180,BN9 
CTLA LTD,Education HTS Transport,£750,"Economy, Transport & Environment",7000783181,BN9 
CTLA LTD,Education HTS Transport,£750,"Economy, Transport & Environment",7000783182,BN9 
CTLA LTD,Education HTS Transport,"£1,050","Economy, Transport & Environment",7000783183,BN9 
CTLA LTD,Education HTS Transport,"£2,712","Economy, Transport & Environment",7000783480,BN9 
CTLA LTD,Education HTS Transport,£710,"Economy, Transport & Environment",7000784267,BN9 
CTLA LTD,Education HTS Transport,"£2,308","Economy, Transport & Environment",7000784268,BN9 
CTLA LTD,Education HTS Transport,"£1,649","Economy, Transport & Environment",7000784269,BN9 
CTLA LTD,Education HTS Transport,£780,"Economy, Transport & Environment",7000784270,BN9 
CTLA LTD,Education HTS Transport,"£2,179","Economy, Transport & Environment",7000784271,BN9 
CTLA LTD,Education HTS Transport,"£3,375","Economy, Transport & Environment",7000785644,BN9 
CTLA LTD,Passenger Services,"£13,673","Economy, Transport & Environment",7000792252,BN9 
CTLA LTD,Passenger Services,"£10,033","Economy, Transport & Environment",7000792313,BN9 
LEVEL HEADED,Training,"£2,433",Governance & Community Services,4500532702,E14 
CMS TRAINING LTD,Training,"£1,382",Governance & Community Services,4500526375,W1U 
CMS TRAINING LTD,Training,£690,Governance & Community Services,4500529709,W1U 
PETER BURTON,Organisational Development,£900,Children's Services,4500523920,BN3 
PETER BURTON,Organisational Development,"£1,200",Children's Services,4500533470,BN3 
PETER BURTON,Training,£500,Governance & Community Services,4500538283,BN3 
PETER BURTON,Training,£550,Governance & Community Services,4500539818,BN3 
DAN LARKIN,Environment,"£2,640","Economy, Transport & Environment",4500530901,BN26
DAN LARKIN,Environment,£975,"Economy, Transport & Environment",4500537601,BN26
INFOSHARE LTD,Children & Young Peoples Trust,"£12,000",Children's Services,4500537209,KT1 
CIRCLES NETWORK,Other Learning Disability Services,"£7,500",Adult Social Care,4500530644,RH15
FAITHFUL & GOULD,Projects,"£1,320",Corporate Resources,4500525123,TN4 
FAITHFUL & GOULD,Projects,"£1,320",Corporate Resources,4500531099,TN4 
FAITHFUL & GOULD,Projects,"£3,600",Corporate Resources,4500531120,TN4 
FAITHFUL & GOULD,Major Project Team,"£1,740",Corporate Resources,4500535640,TN4 
FAITHFUL & GOULD,Projects,"£1,320",Corporate Resources,4500537413,TN4 
FAITHFUL & GOULD,Projects,"£2,682",Corporate Resources,4500538760,TN4 
ONE DIGITAL,Community Safety,"£1,597",Governance & Community Services,4500533917,BN2 
HERITAGE MUSIC,East Sussex Music Service,£994,Children's Services,4500531079,NN13
REDACTIVE MEDIA GROUP,Strategy & Resources,£954,Children's Services,4500535222,EC1M
INSTITUTE OF PAYROLL PROFESSIONAL,Audit & Performance,"£2,040",Corporate Resources,4500533017,B90 
SANCTUARY HOUSING ASSOCIATION,DPS Commissioning,"£22,226",Adult Social Care,4500539307,WR1 
P J HARLAND,Disability Services,"£1,360",Adult Social Care,4500539020,TN40
MIKE AYERS DESIGN,Eastbourne GSSG,"£1,206",Children's Services,4500522731,IP31
MIKE AYERS DESIGN,Lewes District (Havens) GSSG,£710,Children's Services,4500527355,IP31
MIKE AYERS DESIGN,Lewes District (Havens) GSSG,"£1,523",Children's Services,4500530009,IP31
BTCV,High Weald AONB Unit,"£29,479","Economy, Transport & Environment",4500533952,TN33
DAVID POTTER,Core Services,£672,Children's Services,4500531445,GL16
DAVID POTTER,Core Services,"£2,559",Children's Services,4500532214,GL16
PERCO ENGINEERING SERVICES LTD,Projects,"£19,469",Corporate Resources,4500536962,NN5 
HMCS,Children's Integrated Services Central,£700,Children's Services,4500528491,TN34
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500528492,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500528497,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528498,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528502,TN34
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500528503,TN34
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500528506,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528507,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528517,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500528520,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528521,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528522,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500528523,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500528524,TN34
HMCS,Children's Integrated Services Central,£700,Children's Services,4500528525,TN34
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500528526,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528527,TN34
HMCS,Children's Integrated Services Central,"£1,900",Children's Services,4500528528,TN34
HMCS,Children's Integrated Services Central,"£2,225",Children's Services,4500528530,TN34
